ocel:eid,ocel:activity,ocel:timestamp,execution_mode
e_000004510,Approve Invoice,2026-01-10 10:38:00,automated
e_000004511,Pay Invoice,2026-01-18 10:38:00,automated
e_000004512,Receive Invoice,2026-01-24 10:38:00,automated
e_000004513,Match Invoice,2026-01-25 04:38:00,manual
e_000004514,Approve Invoice,2026-01-25 17:38:00,manual
e_000004515,Pay Invoice,2026-01-26 17:38:00,human_in_loop
e_000004516,Create Purchase Order,2026-01-03 21:47:00,automated
e_000004517,Approve Purchase Order,2026-01-03 23:47:00,human_in_loop
e_000004518,Send Purchase Order,2026-01-04 04:47:00,manual
e_000004519,Receive Goods,2026-01-09 04:47:00,manual
e_000004520,Record Goods Receipt,2026-01-09 08:47:00,automated
e_000004521,Receive Goods,2026-01-11 08:47:00,automated
e_000004522,Record Goods Receipt,2026-01-11 14:47:00,manual
e_000004523,Receive Invoice,2026-01-18 14:47:00,manual
e_000004524,Match Invoice,2026-01-29 08:47:00,manual
e_000004525,Approve Invoice,2026-01-30 03:47:00,manual
e_000004526,Pay Invoice,2026-02-03 03:47:00,automated
e_000004527,Create Purchase Order,2026-01-05 09:46:00,manual
e_000004528,Approve Purchase Order,2026-01-05 16:46:00,ai_assisted
e_000004529,Send Purchase Order,2026-01-05 19:46:00,manual
e_000004530,Receive Goods,2026-01-09 19:46:00,manual
e_000004531,Record Goods Receipt,2026-01-10 04:46:00,human_in_loop
e_000004532,Receive Invoice,2026-01-14 04:46:00,automated
e_000004533,Match Invoice,2026-01-14 10:46:00,ai_assisted
e_000004534,Approve Invoice,2026-01-14 21:46:00,manual
e_000004535,Pay Invoice,2026-01-19 21:46:00,automated
e_000004536,Create Purchase Order,2026-01-02 05:52:00,automated
e_000004537,Approve Purchase Order,2026-01-02 09:52:00,manual
e_000004538,Send Purchase Order,2026-01-02 11:52:00,automated
e_000004539,Receive Goods,2026-01-06 11:52:00,automated
e_000004540,Record Goods Receipt,2026-01-06 15:52:00,automated
e_000004541,Receive Goods,2026-01-07 15:52:00,manual
e_000004542,Record Goods Receipt,2026-01-07 20:52:00,manual
e_000004543,Receive Invoice,2026-01-11 20:52:00,manual
e_000004544,Match Invoice,2026-01-16 16:52:00,manual
e_000004545,Approve Invoice,2026-01-16 22:52:00,manual
e_000004546,Pay Invoice,2026-01-22 22:52:00,manual
e_000004547,Create Purchase Order,2026-01-04 09:53:00,automated
e_000004548,Approve Purchase Order,2026-01-04 17:53:00,manual
e_000004549,Send Purchase Order,2026-01-04 23:53:00,manual
e_000004550,Receive Goods,2026-01-07 23:53:00,human_in_loop
e_000004551,Record Goods Receipt,2026-01-08 00:53:00,manual
e_000004552,Receive Invoice,2026-01-11 00:53:00,manual
e_000004553,Match Invoice,2026-01-11 16:53:00,manual
e_000004554,Approve Invoice,2026-01-11 23:53:00,ai_assisted
e_000004555,Pay Invoice,2026-01-19 23:53:00,automated
e_000004556,Create Purchase Order,2026-01-04 03:31:00,automated
e_000004557,Request Purchase Order Change,2026-01-04 10:31:00,manual
e_000004558,Update Purchase Order,2026-01-04 22:31:00,manual
e_000004559,Approve Purchase Order,2026-01-05 03:31:00,automated
e_000004560,Send Purchase Order,2026-01-05 09:31:00,manual
e_000004561,Receive Goods,2026-01-08 09:31:00,automated
e_000004562,Record Goods Receipt,2026-01-08 15:31:00,manual
e_000004563,Receive Invoice,2026-01-15 15:31:00,manual
e_000004564,Match Invoice,2026-01-16 04:31:00,manual
e_000004565,Approve Invoice,2026-01-16 09:31:00,automated
e_000004566,Pay Invoice,2026-01-24 09:31:00,manual
e_000004567,Create Purchase Order,2026-01-04 13:13:00,automated
e_000004568,Approve Purchase Order,2026-01-04 20:13:00,manual
e_000004569,Send Purchase Order,2026-01-04 21:13:00,automated
e_000004570,Receive Goods,2026-01-05 21:13:00,automated
e_000004571,Record Goods Receipt,2026-01-05 23:13:00,human_in_loop
e_000004572,Receive Invoice,2026-01-07 23:13:00,automated
e_000004573,Match Invoice,2026-01-08 22:13:00,ai_assisted
e_000004574,Approve Invoice,2026-01-09 19:13:00,manual
e_000004575,Pay Invoice,2026-01-16 19:13:00,automated
e_000004576,Create Purchase Order,2026-01-04 21:45:00,automated
e_000004577,Approve Purchase Order,2026-01-05 04:45:00,manual
e_000004578,Send Purchase Order,2026-01-05 05:45:00,manual
e_000004579,Receive Goods,2026-01-07 05:45:00,manual
e_000004580,Record Goods Receipt,2026-01-07 11:45:00,manual
e_000004581,Receive Invoice,2026-01-11 11:45:00,automated
e_000004582,Match Invoice,2026-01-12 03:45:00,ai_assisted
e_000004583,Approve Invoice,2026-01-12 13:45:00,manual
e_000004584,Pay Invoice,2026-01-18 13:45:00,automated
e_000004585,Create Purchase Order,2026-01-04 12:15:00,automated
e_000004586,Approve Purchase Order,2026-01-04 18:15:00,automated
e_000004587,Send Purchase Order,2026-01-04 21:15:00,automated
e_000004588,Receive Goods,2026-01-06 21:15:00,automated
e_000004589,Record Goods Receipt,2026-01-06 23:15:00,manual
e_000004590,Receive Invoice,2026-01-11 23:15:00,automated
e_000004591,Match Invoice,2026-01-12 08:15:00,manual
e_000004592,Approve Invoice,2026-01-12 19:15:00,manual
e_000004593,Pay Invoice,2026-01-14 19:15:00,automated
e_000004594,Create Purchase Order,2026-01-03 19:46:00,automated
e_000004595,Approve Purchase Order,2026-01-03 22:46:00,human_in_loop
e_000004596,Send Purchase Order,2026-01-04 01:46:00,manual
e_000004597,Receive Goods,2026-01-06 01:46:00,automated
e_000004598,Record Goods Receipt,2026-01-06 10:46:00,automated
e_000004599,Receive Invoice,2026-01-11 10:46:00,manual
e_000004600,Match Invoice,2026-01-12 05:46:00,automated
e_000004601,Approve Invoice,2026-01-12 19:46:00,manual
e_000004602,Pay Invoice,2026-01-14 19:46:00,manual
e_000004603,Create Purchase Order,2026-01-02 02:09:00,ai_assisted
e_000004604,Approve Purchase Order,2026-01-06 04:09:00,manual
e_000004605,Send Purchase Order,2026-01-06 05:09:00,manual
e_000004606,Receive Goods,2026-01-08 05:09:00,manual
e_000004607,Record Goods Receipt,2026-01-08 06:09:00,manual
e_000004608,Receive Invoice,2026-01-10 06:09:00,automated
e_000004609,Match Invoice,2026-01-10 16:09:00,manual
e_000004610,Approve Invoice,2026-01-11 01:09:00,automated
e_000004611,Pay Invoice,2026-01-15 01:09:00,manual
e_000004612,Create Purchase Order,2026-01-03 19:55:00,automated
e_000004613,Approve Purchase Order,2026-01-03 23:55:00,manual
e_000004614,Send Purchase Order,2026-01-04 04:55:00,automated
e_000004615,Receive Goods,2026-01-09 04:55:00,ai_assisted
e_000004616,Record Goods Receipt,2026-01-09 11:55:00,automated
e_000004617,Receive Invoice,2026-01-15 11:55:00,automated
e_000004618,Match Invoice,2026-01-16 00:55:00,ai_assisted
e_000004619,Resolve Invoice Mismatch,2026-01-16 20:55:00,manual
e_000004620,Match Invoice,2026-01-17 09:55:00,human_in_loop
e_000004621,Approve Invoice,2026-01-17 18:55:00,manual
e_000004622,Pay Invoice,2026-01-23 18:55:00,manual
e_000004623,Create Purchase Order,2026-01-04 05:17:00,automated
e_000004624,Approve Purchase Order,2026-01-04 11:17:00,manual
e_000004625,Send Purchase Order,2026-01-04 16:17:00,manual
e_000004626,Receive Goods,2026-01-07 16:17:00,automated
e_000004627,Record Goods Receipt,2026-01-08 01:17:00,automated
e_000004628,Receive Invoice,2026-01-10 01:17:00,automated
e_000004629,Match Invoice,2026-01-12 21:17:00,automated
e_000004630,Approve Invoice,2026-01-13 13:17:00,manual
e_000004631,Pay Invoice,2026-01-20 13:17:00,manual
e_000004632,Create Purchase Order,2026-01-03 08:23:00,manual
e_000004633,Approve Purchase Order,2026-01-03 13:23:00,manual
e_000004634,Send Purchase Order,2026-01-03 19:23:00,manual
e_000004635,Receive Goods,2026-01-08 19:23:00,manual
e_000004636,Record Goods Receipt,2026-01-08 22:23:00,human_in_loop
e_000004637,Receive Invoice,2026-01-10 22:23:00,automated
e_000004638,Match Invoice,2026-01-11 09:23:00,automated
e_000004639,Approve Invoice,2026-01-12 08:23:00,manual
e_000004640,Pay Invoice,2026-01-16 08:23:00,automated
e_000004641,Create Purchase Order,2026-01-05 09:13:00,automated
e_000004642,Approve Purchase Order,2026-01-05 11:13:00,automated
e_000004643,Send Purchase Order,2026-01-05 12:13:00,automated
e_000004644,Receive Goods,2026-01-10 12:13:00,manual
e_000004645,Record Goods Receipt,2026-01-10 15:13:00,automated
e_000004646,Receive Invoice,2026-01-12 15:13:00,human_in_loop
e_000004647,Match Invoice,2026-01-16 22:13:00,manual
e_000004648,Approve Invoice,2026-01-17 15:13:00,automated
e_000004649,Pay Invoice,2026-01-23 15:13:00,manual
e_000004650,Receive Invoice,2026-01-27 15:13:00,automated
e_000004651,Match Invoice,2026-02-05 14:13:00,ai_assisted
e_000004652,Approve Invoice,2026-02-06 04:13:00,manual
e_000004653,Pay Invoice,2026-02-09 04:13:00,automated
e_000004654,Create Purchase Order,2026-01-02 14:56:00,automated
e_000004655,Approve Purchase Order,2026-01-02 16:56:00,manual
e_000004656,Send Purchase Order,2026-01-02 17:56:00,automated
e_000004657,Receive Goods,2026-01-03 17:56:00,ai_assisted
e_000004658,Record Goods Receipt,2026-01-03 18:56:00,human_in_loop
e_000004659,Receive Invoice,2026-01-04 18:56:00,automated
e_000004660,Match Invoice,2026-01-08 23:56:00,manual
e_000004661,Approve Invoice,2026-01-09 17:56:00,manual
e_000004662,Pay Invoice,2026-01-15 17:56:00,automated
e_000004663,Create Purchase Order,2026-01-04 09:04:00,manual
e_000004664,Approve Purchase Order,2026-01-04 15:04:00,manual
e_000004665,Send Purchase Order,2026-01-04 21:04:00,ai_assisted
e_000004666,Receive Goods,2026-01-09 21:04:00,manual
e_000004667,Record Goods Receipt,2026-01-10 00:04:00,ai_assisted
e_000004668,Receive Goods,2026-01-12 00:04:00,manual
e_000004669,Record Goods Receipt,2026-01-12 08:04:00,manual
e_000004670,Receive Invoice,2026-01-13 08:04:00,ai_assisted
e_000004671,Match Invoice,2026-01-13 13:04:00,ai_assisted
e_000004672,Approve Invoice,2026-01-14 00:04:00,human_in_loop
e_000004673,Pay Invoice,2026-01-16 00:04:00,manual
e_000004674,Create Purchase Order,2026-01-03 22:04:00,ai_assisted
e_000004675,Approve Purchase Order,2026-01-04 05:04:00,automated
e_000004676,Send Purchase Order,2026-01-04 06:04:00,automated
e_000004677,Receive Goods,2026-01-05 06:04:00,manual
e_000004678,Record Goods Receipt,2026-01-05 12:04:00,manual
e_000004679,Receive Goods,2026-01-09 12:04:00,manual
e_000004680,Record Goods Receipt,2026-01-09 19:04:00,manual
e_000004681,Receive Invoice,2026-01-10 19:04:00,ai_assisted
e_000004682,Match Invoice,2026-01-11 12:04:00,ai_assisted
e_000004683,Resolve Invoice Mismatch,2026-01-13 10:04:00,automated
e_000004684,Match Invoice,2026-01-14 06:04:00,manual
e_000004685,Approve Invoice,2026-01-15 00:04:00,manual
e_000004686,Pay Invoice,2026-01-21 00:04:00,ai_assisted
e_000004687,Create Purchase Order,2026-01-02 11:02:00,manual
e_000004688,Approve Purchase Order,2026-01-02 18:02:00,manual
e_000004689,Send Purchase Order,2026-01-02 22:02:00,manual
e_000004690,Receive Goods,2026-01-03 22:02:00,manual
e_000004691,Record Goods Receipt,2026-01-04 04:02:00,automated
e_000004692,Receive Invoice,2026-01-09 04:02:00,automated
e_000004693,Match Invoice,2026-01-09 21:02:00,human_in_loop
e_000004694,Approve Invoice,2026-01-10 08:02:00,automated
e_000004695,Pay Invoice,2026-01-11 08:02:00,automated
e_000004696,Create Purchase Order,2026-01-01 14:32:00,automated
e_000004697,Request Purchase Order Change,2026-01-01 15:32:00,human_in_loop
e_000004698,Update Purchase Order,2026-01-01 23:32:00,manual
e_000004699,Approve Purchase Order,2026-01-02 00:32:00,automated
e_000004700,Send Purchase Order,2026-01-02 06:32:00,automated
e_000004701,Receive Goods,2026-01-07 06:32:00,manual
e_000004702,Record Goods Receipt,2026-01-07 09:32:00,manual
e_000004703,Receive Invoice,2026-01-13 09:32:00,automated
e_000004704,Match Invoice,2026-01-16 17:32:00,automated
e_000004705,Approve Invoice,2026-01-17 00:32:00,ai_assisted
e_000004706,Pay Invoice,2026-01-23 00:32:00,manual
e_000004707,Create Purchase Order,2026-01-02 23:39:00,manual
e_000004708,Approve Purchase Order,2026-01-03 03:39:00,manual
e_000004709,Send Purchase Order,2026-01-03 06:39:00,human_in_loop
e_000004710,Receive Goods,2026-01-07 06:39:00,automated
e_000004711,Record Goods Receipt,2026-01-07 12:39:00,human_in_loop
e_000004712,Receive Goods,2026-01-11 12:39:00,manual
e_000004713,Record Goods Receipt,2026-01-11 15:39:00,automated
e_000004714,Receive Invoice,2026-01-16 15:39:00,automated
e_000004715,Match Invoice,2026-01-17 06:39:00,ai_assisted
e_000004716,Approve Invoice,2026-01-18 06:39:00,ai_assisted
e_000004717,Pay Invoice,2026-01-23 06:39:00,manual
e_000004718,Create Purchase Order,2026-01-02 18:36:00,automated
e_000004719,Request Purchase Order Change,2026-01-03 01:36:00,manual
e_000004720,Update Purchase Order,2026-01-03 10:36:00,manual
e_000004721,Approve Purchase Order,2026-01-03 14:36:00,manual
e_000004722,Send Purchase Order,2026-01-03 15:36:00,manual
e_000004723,Receive Goods,2026-01-07 15:36:00,manual
e_000004724,Record Goods Receipt,2026-01-08 00:36:00,manual
e_000004725,Receive Invoice,2026-01-14 00:36:00,manual
e_000004726,Match Invoice,2026-01-22 23:36:00,manual
e_000004727,Approve Invoice,2026-01-23 10:36:00,manual
e_000004728,Pay Invoice,2026-02-02 10:36:00,manual
e_000004729,Create Purchase Order,2026-01-01 12:52:00,automated
e_000004730,Approve Purchase Order,2026-01-01 14:52:00,manual
e_000004731,Send Purchase Order,2026-01-01 15:52:00,automated
e_000004732,Receive Goods,2026-01-03 15:52:00,manual
e_000004733,Record Goods Receipt,2026-01-03 17:52:00,manual
e_000004734,Receive Goods,2026-01-08 17:52:00,manual
e_000004735,Record Goods Receipt,2026-01-08 20:52:00,manual
e_000004736,Receive Invoice,2026-01-15 20:52:00,manual
e_000004737,Match Invoice,2026-01-16 14:52:00,ai_assisted
e_000004738,Approve Invoice,2026-01-16 22:52:00,automated
e_000004739,Pay Invoice,2026-01-22 22:52:00,manual
e_000004740,Create Purchase Order,2026-01-03 13:25:00,automated
e_000004741,Approve Purchase Order,2026-01-03 18:25:00,manual
e_000004742,Send Purchase Order,2026-01-03 20:25:00,manual
e_000004743,Receive Goods,2026-01-05 20:25:00,manual
e_000004744,Record Goods Receipt,2026-01-06 04:25:00,manual
e_000004745,Receive Invoice,2026-01-10 04:25:00,manual
e_000004746,Match Invoice,2026-01-10 13:25:00,automated
e_000004747,Approve Invoice,2026-01-11 00:25:00,manual
e_000004748,Pay Invoice,2026-01-14 00:25:00,automated
e_000004749,Receive Invoice,2026-01-17 00:25:00,manual
e_000004750,Match Invoice,2026-01-17 23:25:00,manual
e_000004751,Approve Invoice,2026-01-18 17:25:00,manual
e_000004752,Pay Invoice,2026-01-28 17:25:00,automated
e_000004753,Create Purchase Order,2026-01-04 13:24:00,manual
e_000004754,Approve Purchase Order,2026-01-04 17:24:00,automated
e_000004755,Send Purchase Order,2026-01-04 18:24:00,automated
e_000004756,Receive Goods,2026-01-05 18:24:00,manual
e_000004757,Record Goods Receipt,2026-01-06 02:24:00,human_in_loop
e_000004758,Receive Invoice,2026-01-12 02:24:00,automated
e_000004759,Match Invoice,2026-01-13 01:24:00,automated
e_000004760,Resolve Invoice Mismatch,2026-01-14 09:24:00,human_in_loop
e_000004761,Match Invoice,2026-01-14 18:24:00,ai_assisted
e_000004762,Approve Invoice,2026-01-15 15:24:00,manual
e_000004763,Pay Invoice,2026-01-23 15:24:00,automated
e_000004764,Create Purchase Order,2026-01-02 19:07:00,automated
e_000004765,Approve Purchase Order,2026-01-03 01:07:00,automated
e_000004766,Send Purchase Order,2026-01-03 05:07:00,automated
e_000004767,Receive Goods,2026-01-05 05:07:00,manual
e_000004768,Record Goods Receipt,2026-01-05 12:07:00,automated
e_000004769,Receive Invoice,2026-01-10 12:07:00,automated
e_000004770,Match Invoice,2026-01-11 02:07:00,manual
e_000004771,Approve Invoice,2026-01-12 00:07:00,manual
e_000004772,Pay Invoice,2026-01-19 00:07:00,automated
e_000004773,Create Purchase Order,2026-01-04 08:21:00,manual
e_000004774,Approve Purchase Order,2026-01-04 12:21:00,automated
e_000004775,Send Purchase Order,2026-01-04 17:21:00,manual
e_000004776,Receive Goods,2026-01-09 17:21:00,manual
e_000004777,Record Goods Receipt,2026-01-10 01:21:00,manual
e_000004778,Receive Invoice,2026-01-17 01:21:00,automated
e_000004779,Match Invoice,2026-01-17 14:21:00,automated
e_000004780,Approve Invoice,2026-01-17 22:21:00,manual
e_000004781,Pay Invoice,2026-01-25 22:21:00,manual
e_000004782,Create Purchase Order,2026-01-02 05:23:00,automated
e_000004783,Approve Purchase Order,2026-01-05 12:23:00,human_in_loop
e_000004784,Send Purchase Order,2026-01-05 13:23:00,automated
e_000004785,Receive Goods,2026-01-09 13:23:00,automated
e_000004786,Record Goods Receipt,2026-01-09 16:23:00,manual
e_000004787,Receive Invoice,2026-01-15 16:23:00,automated
e_000004788,Match Invoice,2026-01-15 22:23:00,automated
e_000004789,Approve Invoice,2026-01-16 18:23:00,automated
e_000004790,Pay Invoice,2026-01-20 18:23:00,manual
e_000004791,Create Purchase Order,2026-01-04 21:45:00,automated
e_000004792,Approve Purchase Order,2026-01-04 23:45:00,automated
e_000004793,Send Purchase Order,2026-01-05 00:45:00,manual
e_000004794,Receive Goods,2026-01-06 00:45:00,manual
e_000004795,Record Goods Receipt,2026-01-06 02:45:00,manual
e_000004796,Receive Invoice,2026-01-09 02:45:00,manual
e_000004797,Match Invoice,2026-01-09 08:45:00,human_in_loop
e_000004798,Resolve Invoice Mismatch,2026-01-10 07:45:00,automated
e_000004799,Match Invoice,2026-01-10 20:45:00,automated
e_000004800,Approve Invoice,2026-01-11 08:45:00,manual
e_000004801,Pay Invoice,2026-01-19 08:45:00,automated
e_000004802,Create Purchase Order,2026-01-04 20:25:00,automated
e_000004803,Request Purchase Order Change,2026-01-05 04:25:00,manual
e_000004804,Update Purchase Order,2026-01-05 10:25:00,manual
e_000004805,Approve Purchase Order,2026-01-05 14:25:00,human_in_loop
e_000004806,Send Purchase Order,2026-01-05 20:25:00,ai_assisted
e_000004807,Receive Goods,2026-01-09 20:25:00,manual
e_000004808,Record Goods Receipt,2026-01-09 21:25:00,manual
e_000004809,Receive Invoice,2026-01-13 21:25:00,automated
e_000004810,Match Invoice,2026-01-14 14:25:00,manual
e_000004811,Approve Invoice,2026-01-14 16:25:00,manual
e_000004812,Pay Invoice,2026-01-20 16:25:00,ai_assisted
e_000004813,Create Purchase Order,2026-01-01 19:36:00,automated
e_000004814,Approve Purchase Order,2026-01-01 21:36:00,manual
e_000004815,Send Purchase Order,2026-01-02 02:36:00,manual
e_000004816,Receive Goods,2026-01-06 02:36:00,human_in_loop
e_000004817,Record Goods Receipt,2026-01-06 04:36:00,human_in_loop
e_000004818,Receive Invoice,2026-01-13 04:36:00,human_in_loop
e_000004819,Match Invoice,2026-01-13 12:36:00,human_in_loop
e_000004820,Resolve Invoice Mismatch,2026-01-14 12:36:00,manual
e_000004821,Match Invoice,2026-01-14 16:36:00,manual
e_000004822,Approve Invoice,2026-01-15 09:36:00,manual
e_000004823,Pay Invoice,2026-01-25 09:36:00,automated
e_000004824,Create Purchase Order,2026-01-02 06:47:00,manual
e_000004825,Approve Purchase Order,2026-01-02 10:47:00,automated
e_000004826,Send Purchase Order,2026-01-02 13:47:00,automated
e_000004827,Receive Goods,2026-01-06 13:47:00,manual
e_000004828,Record Goods Receipt,2026-01-06 18:47:00,automated
e_000004829,Receive Invoice,2026-01-13 18:47:00,automated
e_000004830,Match Invoice,2026-01-17 17:47:00,manual
e_000004831,Approve Invoice,2026-01-17 20:47:00,manual
e_000004832,Pay Invoice,2026-01-27 20:47:00,manual
e_000004833,Create Purchase Order,2026-01-03 05:49:00,automated
e_000004834,Approve Purchase Order,2026-01-08 12:49:00,automated
e_000004835,Send Purchase Order,2026-01-08 14:49:00,ai_assisted
e_000004836,Receive Goods,2026-01-11 14:49:00,automated
e_000004837,Record Goods Receipt,2026-01-11 22:49:00,manual
e_000004838,Receive Invoice,2026-01-12 22:49:00,ai_assisted
e_000004839,Match Invoice,2026-01-13 21:49:00,manual
e_000004840,Approve Invoice,2026-01-14 20:49:00,human_in_loop
e_000004841,Pay Invoice,2026-01-23 20:49:00,automated
e_000004842,Create Purchase Order,2026-01-01 19:55:00,automated
e_000004843,Approve Purchase Order,2026-01-01 20:55:00,automated
e_000004844,Send Purchase Order,2026-01-02 02:55:00,automated
e_000004845,Receive Goods,2026-01-07 02:55:00,manual
e_000004846,Record Goods Receipt,2026-01-07 12:55:00,automated
e_000004847,Receive Goods,2026-01-11 12:55:00,automated
e_000004848,Record Goods Receipt,2026-01-11 18:55:00,automated
e_000004849,Receive Invoice,2026-01-12 18:55:00,automated
e_000004850,Match Invoice,2026-01-16 21:55:00,manual
e_000004851,Resolve Invoice Mismatch,2026-01-17 06:55:00,manual
e_000004852,Match Invoice,2026-01-18 06:55:00,human_in_loop
e_000004853,Approve Invoice,2026-01-18 08:55:00,manual
e_000004854,Pay Invoice,2026-01-22 08:55:00,manual
e_000004855,Create Purchase Order,2026-01-04 00:03:00,manual
e_000004856,Approve Purchase Order,2026-01-04 01:03:00,manual
e_000004857,Send Purchase Order,2026-01-04 06:03:00,manual
e_000004858,Receive Goods,2026-01-06 06:03:00,human_in_loop
e_000004859,Record Goods Receipt,2026-01-06 11:03:00,manual
e_000004860,Receive Invoice,2026-01-11 11:03:00,automated
e_000004861,Match Invoice,2026-01-11 19:03:00,ai_assisted
e_000004862,Approve Invoice,2026-01-12 19:03:00,automated
e_000004863,Pay Invoice,2026-01-16 19:03:00,manual
e_000004864,Create Purchase Order,2026-01-02 13:47:00,automated
e_000004865,Approve Purchase Order,2026-01-02 19:47:00,automated
e_000004866,Send Purchase Order,2026-01-03 00:47:00,manual
e_000004867,Receive Goods,2026-01-06 00:47:00,manual
e_000004868,Record Goods Receipt,2026-01-06 03:47:00,manual
e_000004869,Receive Invoice,2026-01-07 03:47:00,automated
e_000004870,Match Invoice,2026-01-07 06:47:00,automated
e_000004871,Approve Invoice,2026-01-07 21:47:00,manual
e_000004872,Pay Invoice,2026-01-15 21:47:00,manual
e_000004873,Create Purchase Order,2026-01-05 11:16:00,automated
e_000004874,Approve Purchase Order,2026-01-05 19:16:00,manual
e_000004875,Send Purchase Order,2026-01-05 23:16:00,automated
e_000004876,Receive Goods,2026-01-08 23:16:00,automated
e_000004877,Record Goods Receipt,2026-01-09 05:16:00,manual
e_000004878,Receive Invoice,2026-01-15 05:16:00,manual
e_000004879,Match Invoice,2026-01-16 01:16:00,manual
e_000004880,Approve Invoice,2026-01-17 01:16:00,manual
e_000004881,Pay Invoice,2026-01-25 01:16:00,automated
e_000004882,Create Purchase Order,2026-01-03 12:38:00,automated
e_000004883,Approve Purchase Order,2026-01-03 13:38:00,ai_assisted
e_000004884,Send Purchase Order,2026-01-03 16:38:00,automated
e_000004885,Receive Goods,2026-01-05 16:38:00,manual
e_000004886,Record Goods Receipt,2026-01-05 17:38:00,manual
e_000004887,Receive Invoice,2026-01-12 17:38:00,automated
e_000004888,Match Invoice,2026-01-13 00:38:00,manual
e_000004889,Approve Invoice,2026-01-13 07:38:00,manual
e_000004890,Pay Invoice,2026-01-14 07:38:00,automated
e_000004891,Receive Invoice,2026-01-16 07:38:00,manual
e_000004892,Match Invoice,2026-01-16 15:38:00,manual
e_000004893,Approve Invoice,2026-01-17 05:38:00,manual
e_000004894,Pay Invoice,2026-01-26 05:38:00,manual
e_000004895,Create Purchase Order,2026-01-01 22:28:00,manual
e_000004896,Approve Purchase Order,2026-01-02 04:28:00,automated
e_000004897,Send Purchase Order,2026-01-02 09:28:00,manual
e_000004898,Receive Goods,2026-01-04 09:28:00,manual
e_000004899,Record Goods Receipt,2026-01-04 17:28:00,automated
e_000004900,Receive Invoice,2026-01-08 17:28:00,automated
e_000004901,Match Invoice,2026-01-09 04:28:00,automated
e_000004902,Approve Invoice,2026-01-09 16:28:00,manual
e_000004903,Pay Invoice,2026-01-19 16:28:00,automated
e_000004904,Create Purchase Order,2026-01-04 00:39:00,manual
e_000004905,Approve Purchase Order,2026-01-04 08:39:00,manual
e_000004906,Send Purchase Order,2026-01-04 10:39:00,manual
e_000004907,Receive Goods,2026-01-07 10:39:00,automated
e_000004908,Record Goods Receipt,2026-01-07 16:39:00,automated
e_000004909,Receive Invoice,2026-01-11 16:39:00,automated
e_000004910,Match Invoice,2026-01-19 11:39:00,automated
e_000004911,Approve Invoice,2026-01-19 23:39:00,manual
e_000004912,Pay Invoice,2026-01-22 23:39:00,human_in_loop
e_000004913,Create Purchase Order,2026-01-01 10:38:00,manual
e_000004914,Approve Purchase Order,2026-01-01 12:38:00,manual
e_000004915,Send Purchase Order,2026-01-01 14:38:00,automated
e_000004916,Receive Goods,2026-01-02 14:38:00,manual
e_000004917,Record Goods Receipt,2026-01-02 22:38:00,automated
e_000004918,Receive Invoice,2026-01-08 22:38:00,manual
e_000004919,Match Invoice,2026-01-09 14:38:00,manual
e_000004920,Approve Invoice,2026-01-09 22:38:00,automated
e_000004921,Pay Invoice,2026-01-14 22:38:00,automated
e_000004922,Receive Invoice,2026-01-17 22:38:00,automated
e_000004923,Match Invoice,2026-01-18 01:38:00,automated
e_000004924,Approve Invoice,2026-01-18 10:38:00,manual
e_000004925,Pay Invoice,2026-01-24 10:38:00,automated
e_000004926,Create Purchase Order,2026-01-05 00:10:00,manual
e_000004927,Approve Purchase Order,2026-01-05 02:10:00,manual
e_000004928,Send Purchase Order,2026-01-05 03:10:00,automated
e_000004929,Receive Goods,2026-01-07 03:10:00,manual
e_000004930,Record Goods Receipt,2026-01-07 12:10:00,manual
e_000004931,Receive Invoice,2026-01-14 12:10:00,automated
e_000004932,Match Invoice,2026-01-15 12:10:00,ai_assisted
e_000004933,Approve Invoice,2026-01-15 14:10:00,manual
e_000004934,Pay Invoice,2026-01-19 14:10:00,manual
e_000004935,Create Purchase Order,2026-01-03 12:09:00,automated
e_000004936,Approve Purchase Order,2026-01-03 20:09:00,automated
e_000004937,Send Purchase Order,2026-01-03 21:09:00,ai_assisted
e_000004938,Receive Goods,2026-01-07 21:09:00,manual
e_000004939,Record Goods Receipt,2026-01-08 07:09:00,manual
e_000004940,Receive Invoice,2026-01-10 07:09:00,automated
e_000004941,Match Invoice,2026-01-10 19:09:00,human_in_loop
e_000004942,Approve Invoice,2026-01-11 00:09:00,manual
e_000004943,Pay Invoice,2026-01-17 00:09:00,automated
e_000004944,Create Purchase Order,2026-01-04 19:42:00,automated
e_000004945,Approve Purchase Order,2026-01-04 20:42:00,manual
e_000004946,Send Purchase Order,2026-01-04 23:42:00,automated
e_000004947,Receive Goods,2026-01-09 23:42:00,manual
e_000004948,Record Goods Receipt,2026-01-10 08:42:00,manual
e_000004949,Receive Goods,2026-01-12 08:42:00,manual
e_000004950,Record Goods Receipt,2026-01-12 10:42:00,manual
e_000004951,Receive Invoice,2026-01-13 10:42:00,automated
e_000004952,Match Invoice,2026-01-14 10:42:00,manual
e_000004953,Approve Invoice,2026-01-14 23:42:00,human_in_loop
e_000004954,Pay Invoice,2026-01-20 23:42:00,manual
e_000004955,Create Purchase Order,2026-01-01 20:12:00,automated
e_000004956,Approve Purchase Order,2026-01-02 04:12:00,manual
e_000004957,Send Purchase Order,2026-01-02 07:12:00,manual
e_000004958,Receive Goods,2026-01-03 07:12:00,automated
e_000004959,Record Goods Receipt,2026-01-03 16:12:00,manual
