ocel:eid,ocel:oid,ocel:type,ocel:qualifier
e_000002634,po_000246,purchase_order,reference
e_000002634,po_000246_inv_1,invoice,primary
e_000002635,po_000246,purchase_order,reference
e_000002635,po_000246_inv_2,invoice,primary
e_000002635,supplier_011,supplier,reference
e_000002636,po_000246,purchase_order,reference
e_000002636,po_000246_inv_2,invoice,primary
e_000002637,po_000246,purchase_order,reference
e_000002637,po_000246_inv_2,invoice,primary
e_000002638,po_000246,purchase_order,reference
e_000002638,po_000246_inv_2,invoice,primary
e_000002639,po_000247,purchase_order,primary
e_000002639,supplier_035,supplier,reference
e_000002639,cc_013,cost_center,reference
e_000002640,po_000247,purchase_order,primary
e_000002640,cc_013,cost_center,reference
e_000002641,po_000247,purchase_order,primary
e_000002641,supplier_035,supplier,reference
e_000002642,po_000247,purchase_order,reference
e_000002642,po_000247_gr_1,goods_receipt,primary
e_000002642,po_000247_item_1,item,item
e_000002642,po_000247_item_2,item,item
e_000002642,po_000247_item_3,item,item
e_000002643,po_000247,purchase_order,reference
e_000002643,po_000247_gr_1,goods_receipt,primary
e_000002644,po_000247,purchase_order,reference
e_000002644,po_000247_inv_1,invoice,primary
e_000002644,supplier_035,supplier,reference
e_000002645,po_000247,purchase_order,reference
e_000002645,po_000247_inv_1,invoice,primary
e_000002646,po_000247,purchase_order,reference
e_000002646,po_000247_inv_1,invoice,primary
e_000002646,supplier_035,supplier,reference
e_000002647,po_000247,purchase_order,reference
e_000002647,po_000247_inv_1,invoice,primary
e_000002648,po_000247,purchase_order,reference
e_000002648,po_000247_inv_1,invoice,primary
e_000002649,po_000247,purchase_order,reference
e_000002649,po_000247_inv_1,invoice,primary
e_000002650,po_000248,purchase_order,primary
e_000002650,supplier_009,supplier,reference
e_000002650,cc_005,cost_center,reference
e_000002651,po_000248,purchase_order,primary
e_000002651,cc_005,cost_center,reference
e_000002652,po_000248,purchase_order,primary
e_000002652,supplier_009,supplier,reference
e_000002653,po_000248,purchase_order,reference
e_000002653,po_000248_gr_1,goods_receipt,primary
e_000002653,po_000248_item_1,item,item
e_000002653,po_000248_item_2,item,item
e_000002654,po_000248,purchase_order,reference
e_000002654,po_000248_gr_1,goods_receipt,primary
e_000002655,po_000248,purchase_order,reference
e_000002655,po_000248_inv_1,invoice,primary
e_000002655,supplier_009,supplier,reference
e_000002656,po_000248,purchase_order,reference
e_000002656,po_000248_inv_1,invoice,primary
e_000002657,po_000248,purchase_order,reference
e_000002657,po_000248_inv_1,invoice,primary
e_000002658,po_000248,purchase_order,reference
e_000002658,po_000248_inv_1,invoice,primary
e_000002659,po_000249,purchase_order,primary
e_000002659,supplier_008,supplier,reference
e_000002659,cc_009,cost_center,reference
e_000002660,po_000249,purchase_order,primary
e_000002660,cc_009,cost_center,reference
e_000002661,po_000249,purchase_order,primary
e_000002661,supplier_008,supplier,reference
e_000002662,po_000249,purchase_order,reference
e_000002662,po_000249_gr_1,goods_receipt,primary
e_000002662,po_000249_item_1,item,item
e_000002662,po_000249_item_2,item,item
e_000002663,po_000249,purchase_order,reference
e_000002663,po_000249_gr_1,goods_receipt,primary
e_000002664,po_000249,purchase_order,reference
e_000002664,po_000249_inv_1,invoice,primary
e_000002664,supplier_008,supplier,reference
e_000002665,po_000249,purchase_order,reference
e_000002665,po_000249_inv_1,invoice,primary
e_000002666,po_000249,purchase_order,reference
e_000002666,po_000249_inv_1,invoice,primary
e_000002667,po_000249,purchase_order,reference
e_000002667,po_000249_inv_1,invoice,primary
e_000002668,po_000250,purchase_order,primary
e_000002668,supplier_015,supplier,reference
e_000002668,cc_008,cost_center,reference
e_000002669,po_000250,purchase_order,primary
e_000002669,cc_008,cost_center,reference
e_000002670,po_000250,purchase_order,primary
e_000002670,supplier_015,supplier,reference
e_000002671,po_000250,purchase_order,reference
e_000002671,po_000250_gr_1,goods_receipt,primary
e_000002671,po_000250_item_1,item,item
e_000002671,po_000250_item_2,item,item
e_000002672,po_000250,purchase_order,reference
e_000002672,po_000250_gr_1,goods_receipt,primary
e_000002673,po_000250,purchase_order,reference
e_000002673,po_000250_inv_1,invoice,primary
e_000002673,supplier_015,supplier,reference
e_000002674,po_000250,purchase_order,reference
e_000002674,po_000250_inv_1,invoice,primary
e_000002675,po_000250,purchase_order,reference
e_000002675,po_000250_inv_1,invoice,primary
e_000002676,po_000250,purchase_order,reference
e_000002676,po_000250_inv_1,invoice,primary
e_000002677,po_000251,purchase_order,primary
e_000002677,supplier_008,supplier,reference
e_000002677,cc_005,cost_center,reference
e_000002678,po_000251,purchase_order,primary
e_000002678,cc_005,cost_center,reference
e_000002679,po_000251,purchase_order,primary
e_000002679,supplier_008,supplier,reference
e_000002680,po_000251,purchase_order,reference
e_000002680,po_000251_gr_1,goods_receipt,primary
e_000002680,po_000251_item_1,item,item
e_000002681,po_000251,purchase_order,reference
e_000002681,po_000251_gr_1,goods_receipt,primary
e_000002682,po_000251,purchase_order,reference
e_000002682,po_000251_gr_2,goods_receipt,primary
e_000002682,po_000251_item_1,item,item
e_000002683,po_000251,purchase_order,reference
e_000002683,po_000251_gr_2,goods_receipt,primary
e_000002684,po_000251,purchase_order,reference
e_000002684,po_000251_inv_1,invoice,primary
e_000002684,supplier_008,supplier,reference
e_000002685,po_000251,purchase_order,reference
e_000002685,po_000251_inv_1,invoice,primary
e_000002686,po_000251,purchase_order,reference
e_000002686,po_000251_inv_1,invoice,primary
e_000002687,po_000251,purchase_order,reference
e_000002687,po_000251_inv_1,invoice,primary
e_000002688,po_000252,purchase_order,primary
e_000002688,supplier_042,supplier,reference
e_000002688,cc_019,cost_center,reference
e_000002689,po_000252,purchase_order,primary
e_000002689,cc_019,cost_center,reference
e_000002690,po_000252,purchase_order,primary
e_000002690,supplier_042,supplier,reference
e_000002691,po_000252,purchase_order,reference
e_000002691,po_000252_gr_1,goods_receipt,primary
e_000002691,po_000252_item_1,item,item
e_000002691,po_000252_item_2,item,item
e_000002691,po_000252_item_3,item,item
e_000002691,po_000252_item_4,item,item
e_000002691,po_000252_item_5,item,item
e_000002692,po_000252,purchase_order,reference
e_000002692,po_000252_gr_1,goods_receipt,primary
e_000002693,po_000252,purchase_order,reference
e_000002693,po_000252_inv_1,invoice,primary
e_000002693,supplier_042,supplier,reference
e_000002694,po_000252,purchase_order,reference
e_000002694,po_000252_inv_1,invoice,primary
e_000002695,po_000252,purchase_order,reference
e_000002695,po_000252_inv_1,invoice,primary
e_000002695,supplier_042,supplier,reference
e_000002696,po_000252,purchase_order,reference
e_000002696,po_000252_inv_1,invoice,primary
e_000002697,po_000252,purchase_order,reference
e_000002697,po_000252_inv_1,invoice,primary
e_000002698,po_000252,purchase_order,reference
e_000002698,po_000252_inv_1,invoice,primary
e_000002699,po_000253,purchase_order,primary
e_000002699,supplier_005,supplier,reference
e_000002699,cc_014,cost_center,reference
e_000002700,po_000253,purchase_order,primary
e_000002700,cc_014,cost_center,reference
e_000002701,po_000253,purchase_order,primary
e_000002701,supplier_005,supplier,reference
e_000002702,po_000253,purchase_order,reference
e_000002702,po_000253_gr_1,goods_receipt,primary
e_000002702,po_000253_item_1,item,item
e_000002702,po_000253_item_2,item,item
e_000002703,po_000253,purchase_order,reference
e_000002703,po_000253_gr_1,goods_receipt,primary
e_000002704,po_000253,purchase_order,reference
e_000002704,po_000253_gr_2,goods_receipt,primary
e_000002704,po_000253_item_1,item,item
e_000002704,po_000253_item_2,item,item
e_000002704,po_000253_item_3,item,item
e_000002704,po_000253_item_4,item,item
e_000002705,po_000253,purchase_order,reference
e_000002705,po_000253_gr_2,goods_receipt,primary
e_000002706,po_000253,purchase_order,reference
e_000002706,po_000253_inv_1,invoice,primary
e_000002706,supplier_005,supplier,reference
e_000002707,po_000253,purchase_order,reference
e_000002707,po_000253_inv_1,invoice,primary
e_000002708,po_000253,purchase_order,reference
e_000002708,po_000253_inv_1,invoice,primary
e_000002709,po_000253,purchase_order,reference
e_000002709,po_000253_inv_1,invoice,primary
e_000002710,po_000254,purchase_order,primary
e_000002710,supplier_018,supplier,reference
e_000002710,cc_020,cost_center,reference
e_000002711,po_000254,purchase_order,primary
e_000002711,cc_020,cost_center,reference
e_000002712,po_000254,purchase_order,primary
e_000002712,supplier_018,supplier,reference
e_000002713,po_000254,purchase_order,reference
e_000002713,po_000254_gr_1,goods_receipt,primary
e_000002713,po_000254_item_1,item,item
e_000002713,po_000254_item_2,item,item
e_000002713,po_000254_item_3,item,item
e_000002713,po_000254_item_4,item,item
e_000002714,po_000254,purchase_order,reference
e_000002714,po_000254_gr_1,goods_receipt,primary
e_000002715,po_000254,purchase_order,reference
e_000002715,po_000254_inv_1,invoice,primary
e_000002715,supplier_018,supplier,reference
e_000002716,po_000254,purchase_order,reference
e_000002716,po_000254_inv_1,invoice,primary
e_000002717,po_000254,purchase_order,reference
e_000002717,po_000254_inv_1,invoice,primary
e_000002717,supplier_018,supplier,reference
e_000002718,po_000254,purchase_order,reference
e_000002718,po_000254_inv_1,invoice,primary
e_000002719,po_000254,purchase_order,reference
e_000002719,po_000254_inv_1,invoice,primary
e_000002720,po_000254,purchase_order,reference
e_000002720,po_000254_inv_1,invoice,primary
e_000002721,po_000255,purchase_order,primary
e_000002721,supplier_004,supplier,reference
e_000002721,cc_020,cost_center,reference
e_000002722,po_000255,purchase_order,primary
e_000002722,cc_020,cost_center,reference
e_000002723,po_000255,purchase_order,primary
e_000002723,supplier_004,supplier,reference
e_000002724,po_000255,purchase_order,reference
e_000002724,po_000255_gr_1,goods_receipt,primary
e_000002724,po_000255_item_1,item,item
e_000002725,po_000255,purchase_order,reference
e_000002725,po_000255_gr_1,goods_receipt,primary
e_000002726,po_000255,purchase_order,reference
e_000002726,po_000255_gr_2,goods_receipt,primary
e_000002726,po_000255_item_1,item,item
e_000002727,po_000255,purchase_order,reference
e_000002727,po_000255_gr_2,goods_receipt,primary
e_000002728,po_000255,purchase_order,reference
e_000002728,po_000255_inv_1,invoice,primary
e_000002728,supplier_004,supplier,reference
e_000002729,po_000255,purchase_order,reference
e_000002729,po_000255_inv_1,invoice,primary
e_000002730,po_000255,purchase_order,reference
e_000002730,po_000255_inv_1,invoice,primary
e_000002731,po_000255,purchase_order,reference
e_000002731,po_000255_inv_1,invoice,primary
e_000002732,po_000256,purchase_order,primary
e_000002732,supplier_015,supplier,reference
e_000002732,cc_008,cost_center,reference
e_000002733,po_000256,purchase_order,primary
e_000002733,cc_008,cost_center,reference
e_000002734,po_000256,purchase_order,primary
e_000002734,supplier_015,supplier,reference
e_000002735,po_000256,purchase_order,reference
e_000002735,po_000256_gr_1,goods_receipt,primary
e_000002735,po_000256_item_1,item,item
e_000002735,po_000256_item_2,item,item
e_000002735,po_000256_item_3,item,item
e_000002736,po_000256,purchase_order,reference
e_000002736,po_000256_gr_1,goods_receipt,primary
e_000002737,po_000256,purchase_order,reference
e_000002737,po_000256_inv_1,invoice,primary
e_000002737,supplier_015,supplier,reference
e_000002738,po_000256,purchase_order,reference
e_000002738,po_000256_inv_1,invoice,primary
e_000002739,po_000256,purchase_order,reference
e_000002739,po_000256_inv_1,invoice,primary
e_000002740,po_000256,purchase_order,reference
e_000002740,po_000256_inv_1,invoice,primary
e_000002741,po_000256,purchase_order,reference
e_000002741,po_000256_inv_2,invoice,primary
e_000002741,supplier_015,supplier,reference
e_000002742,po_000256,purchase_order,reference
e_000002742,po_000256_inv_2,invoice,primary
e_000002743,po_000256,purchase_order,reference
e_000002743,po_000256_inv_2,invoice,primary
e_000002744,po_000256,purchase_order,reference
e_000002744,po_000256_inv_2,invoice,primary
e_000002745,po_000257,purchase_order,primary
e_000002745,supplier_024,supplier,reference
e_000002745,cc_018,cost_center,reference
e_000002746,po_000257,purchase_order,primary
e_000002746,cc_018,cost_center,reference
e_000002747,po_000257,purchase_order,primary
e_000002747,supplier_024,supplier,reference
e_000002748,po_000257,purchase_order,reference
e_000002748,po_000257_gr_1,goods_receipt,primary
e_000002748,po_000257_item_1,item,item
e_000002749,po_000257,purchase_order,reference
e_000002749,po_000257_gr_1,goods_receipt,primary
e_000002750,po_000257,purchase_order,reference
e_000002750,po_000257_gr_2,goods_receipt,primary
e_000002750,po_000257_item_1,item,item
e_000002750,po_000257_item_2,item,item
e_000002750,po_000257_item_3,item,item
e_000002751,po_000257,purchase_order,reference
e_000002751,po_000257_gr_2,goods_receipt,primary
e_000002752,po_000257,purchase_order,reference
e_000002752,po_000257_inv_1,invoice,primary
e_000002752,supplier_024,supplier,reference
e_000002753,po_000257,purchase_order,reference
e_000002753,po_000257_inv_1,invoice,primary
e_000002754,po_000257,purchase_order,reference
e_000002754,po_000257_inv_1,invoice,primary
e_000002755,po_000257,purchase_order,reference
e_000002755,po_000257_inv_1,invoice,primary
e_000002756,po_000257,purchase_order,reference
e_000002756,po_000257_inv_2,invoice,primary
e_000002756,supplier_024,supplier,reference
e_000002757,po_000257,purchase_order,reference
e_000002757,po_000257_inv_2,invoice,primary
e_000002758,po_000257,purchase_order,reference
e_000002758,po_000257_inv_2,invoice,primary
e_000002759,po_000257,purchase_order,reference
e_000002759,po_000257_inv_2,invoice,primary
e_000002760,po_000258,purchase_order,primary
e_000002760,supplier_024,supplier,reference
e_000002760,cc_008,cost_center,reference
e_000002761,po_000258,purchase_order,primary
e_000002761,cc_008,cost_center,reference
e_000002762,po_000258,purchase_order,primary
e_000002762,supplier_024,supplier,reference
e_000002763,po_000258,purchase_order,reference
e_000002763,po_000258_gr_1,goods_receipt,primary
e_000002763,po_000258_item_1,item,item
e_000002764,po_000258,purchase_order,reference
e_000002764,po_000258_gr_1,goods_receipt,primary
e_000002765,po_000258,purchase_order,reference
e_000002765,po_000258_inv_1,invoice,primary
e_000002765,supplier_024,supplier,reference
e_000002766,po_000258,purchase_order,reference
e_000002766,po_000258_inv_1,invoice,primary
e_000002767,po_000258,purchase_order,reference
e_000002767,po_000258_inv_1,invoice,primary
e_000002768,po_000258,purchase_order,reference
e_000002768,po_000258_inv_1,invoice,primary
e_000002769,po_000259,purchase_order,primary
e_000002769,supplier_001,supplier,reference
e_000002769,cc_003,cost_center,reference
e_000002770,po_000259,purchase_order,primary
e_000002770,cc_003,cost_center,reference
e_000002771,po_000259,purchase_order,primary
e_000002771,supplier_001,supplier,reference
e_000002772,po_000259,purchase_order,reference
e_000002772,po_000259_gr_1,goods_receipt,primary
e_000002772,po_000259_item_1,item,item
e_000002772,po_000259_item_2,item,item
e_000002772,po_000259_item_3,item,item
e_000002773,po_000259,purchase_order,reference
e_000002773,po_000259_gr_1,goods_receipt,primary
e_000002774,po_000259,purchase_order,reference
e_000002774,po_000259_inv_1,invoice,primary
e_000002774,supplier_001,supplier,reference
e_000002775,po_000259,purchase_order,reference
e_000002775,po_000259_inv_1,invoice,primary
e_000002776,po_000259,purchase_order,reference
e_000002776,po_000259_inv_1,invoice,primary
e_000002777,po_000259,purchase_order,reference
e_000002777,po_000259_inv_1,invoice,primary
e_000002778,po_000260,purchase_order,primary
e_000002778,supplier_046,supplier,reference
e_000002778,cc_018,cost_center,reference
e_000002779,po_000260,purchase_order,primary
e_000002779,cc_018,cost_center,reference
e_000002780,po_000260,purchase_order,primary
e_000002780,supplier_046,supplier,reference
e_000002781,po_000260,purchase_order,reference
e_000002781,po_000260_gr_1,goods_receipt,primary
e_000002781,po_000260_item_1,item,item
e_000002781,po_000260_item_2,item,item
e_000002782,po_000260,purchase_order,reference
e_000002782,po_000260_gr_1,goods_receipt,primary
e_000002783,po_000260,purchase_order,reference
e_000002783,po_000260_inv_1,invoice,primary
e_000002783,supplier_046,supplier,reference
e_000002784,po_000260,purchase_order,reference
e_000002784,po_000260_inv_1,invoice,primary
e_000002785,po_000260,purchase_order,reference
e_000002785,po_000260_inv_1,invoice,primary
e_000002786,po_000260,purchase_order,reference
e_000002786,po_000260_inv_1,invoice,primary
e_000002787,po_000261,purchase_order,primary
e_000002787,supplier_019,supplier,reference
e_000002787,cc_016,cost_center,reference
e_000002788,po_000261,purchase_order,primary
e_000002788,cc_016,cost_center,reference
e_000002789,po_000261,purchase_order,primary
e_000002789,supplier_019,supplier,reference
e_000002790,po_000261,purchase_order,reference
e_000002790,po_000261_gr_1,goods_receipt,primary
e_000002790,po_000261_item_1,item,item
e_000002790,po_000261_item_2,item,item
e_000002790,po_000261_item_3,item,item
e_000002790,po_000261_item_4,item,item
e_000002791,po_000261,purchase_order,reference
e_000002791,po_000261_gr_1,goods_receipt,primary
e_000002792,po_000261,purchase_order,reference
e_000002792,po_000261_inv_1,invoice,primary
e_000002792,supplier_019,supplier,reference
e_000002793,po_000261,purchase_order,reference
e_000002793,po_000261_inv_1,invoice,primary
e_000002794,po_000261,purchase_order,reference
e_000002794,po_000261_inv_1,invoice,primary
e_000002794,supplier_019,supplier,reference
e_000002795,po_000261,purchase_order,reference
e_000002795,po_000261_inv_1,invoice,primary
e_000002796,po_000261,purchase_order,reference
e_000002796,po_000261_inv_1,invoice,primary
e_000002797,po_000261,purchase_order,reference
e_000002797,po_000261_inv_1,invoice,primary
e_000002798,po_000262,purchase_order,primary
e_000002798,supplier_027,supplier,reference
e_000002798,cc_012,cost_center,reference
e_000002799,po_000262,purchase_order,primary
e_000002799,cc_012,cost_center,reference
e_000002800,po_000262,purchase_order,primary
e_000002800,supplier_027,supplier,reference
e_000002801,po_000262,purchase_order,reference
e_000002801,po_000262_gr_1,goods_receipt,primary
e_000002801,po_000262_item_1,item,item
e_000002801,po_000262_item_2,item,item
e_000002801,po_000262_item_3,item,item
e_000002801,po_000262_item_4,item,item
e_000002801,po_000262_item_5,item,item
e_000002802,po_000262,purchase_order,reference
e_000002802,po_000262_gr_1,goods_receipt,primary
e_000002803,po_000262,purchase_order,reference
e_000002803,po_000262_inv_1,invoice,primary
e_000002803,supplier_027,supplier,reference
e_000002804,po_000262,purchase_order,reference
e_000002804,po_000262_inv_1,invoice,primary
e_000002805,po_000262,purchase_order,reference
e_000002805,po_000262_inv_1,invoice,primary
e_000002806,po_000262,purchase_order,reference
e_000002806,po_000262_inv_1,invoice,primary
e_000002807,po_000263,purchase_order,primary
e_000002807,supplier_009,supplier,reference
e_000002807,cc_017,cost_center,reference
e_000002808,po_000263,purchase_order,primary
e_000002808,cc_017,cost_center,reference
e_000002809,po_000263,purchase_order,primary
e_000002809,supplier_009,supplier,reference
e_000002810,po_000263,purchase_order,reference
e_000002810,po_000263_gr_1,goods_receipt,primary
e_000002810,po_000263_item_1,item,item
e_000002810,po_000263_item_2,item,item
e_000002810,po_000263_item_3,item,item
e_000002810,po_000263_item_4,item,item
e_000002810,po_000263_item_5,item,item
e_000002811,po_000263,purchase_order,reference
e_000002811,po_000263_gr_1,goods_receipt,primary
e_000002812,po_000263,purchase_order,reference
e_000002812,po_000263_inv_1,invoice,primary
e_000002812,supplier_009,supplier,reference
e_000002813,po_000263,purchase_order,reference
e_000002813,po_000263_inv_1,invoice,primary
e_000002814,po_000263,purchase_order,reference
e_000002814,po_000263_inv_1,invoice,primary
e_000002815,po_000263,purchase_order,reference
e_000002815,po_000263_inv_1,invoice,primary
e_000002816,po_000264,purchase_order,primary
e_000002816,supplier_009,supplier,reference
e_000002816,cc_001,cost_center,reference
e_000002817,po_000264,purchase_order,primary
e_000002817,cc_001,cost_center,reference
e_000002818,po_000264,purchase_order,primary
e_000002818,supplier_009,supplier,reference
e_000002819,po_000264,purchase_order,primary
e_000002819,cc_001,cost_center,reference
e_000002820,po_000264,purchase_order,primary
e_000002820,supplier_009,supplier,reference
e_000002821,po_000264,purchase_order,reference
e_000002821,po_000264_gr_1,goods_receipt,primary
e_000002821,po_000264_item_1,item,item
e_000002821,po_000264_item_2,item,item
e_000002822,po_000264,purchase_order,reference
e_000002822,po_000264_gr_1,goods_receipt,primary
e_000002823,po_000264,purchase_order,reference
e_000002823,po_000264_inv_1,invoice,primary
e_000002823,supplier_009,supplier,reference
e_000002824,po_000264,purchase_order,reference
e_000002824,po_000264_inv_1,invoice,primary
e_000002825,po_000264,purchase_order,reference
e_000002825,po_000264_inv_1,invoice,primary
e_000002826,po_000264,purchase_order,reference
e_000002826,po_000264_inv_1,invoice,primary
e_000002827,po_000265,purchase_order,primary
e_000002827,supplier_036,supplier,reference
e_000002827,cc_018,cost_center,reference
e_000002828,po_000265,purchase_order,primary
e_000002828,cc_018,cost_center,reference
e_000002829,po_000265,purchase_order,primary
e_000002829,supplier_036,supplier,reference
e_000002830,po_000265,purchase_order,reference
e_000002830,po_000265_gr_1,goods_receipt,primary
e_000002830,po_000265_item_1,item,item
e_000002830,po_000265_item_2,item,item
e_000002830,po_000265_item_3,item,item
e_000002830,po_000265_item_4,item,item
e_000002830,po_000265_item_5,item,item
e_000002831,po_000265,purchase_order,reference
e_000002831,po_000265_gr_1,goods_receipt,primary
e_000002832,po_000265,purchase_order,reference
e_000002832,po_000265_inv_1,invoice,primary
e_000002832,supplier_036,supplier,reference
e_000002833,po_000265,purchase_order,reference
e_000002833,po_000265_inv_1,invoice,primary
e_000002834,po_000265,purchase_order,reference
e_000002834,po_000265_inv_1,invoice,primary
e_000002835,po_000265,purchase_order,reference
e_000002835,po_000265_inv_1,invoice,primary
e_000002836,po_000266,purchase_order,primary
e_000002836,supplier_037,supplier,reference
e_000002836,cc_016,cost_center,reference
e_000002837,po_000266,purchase_order,primary
e_000002837,cc_016,cost_center,reference
e_000002838,po_000266,purchase_order,primary
e_000002838,supplier_037,supplier,reference
e_000002839,po_000266,purchase_order,reference
e_000002839,po_000266_gr_1,goods_receipt,primary
e_000002839,po_000266_item_1,item,item
e_000002839,po_000266_item_2,item,item
e_000002839,po_000266_item_3,item,item
e_000002839,po_000266_item_4,item,item
e_000002840,po_000266,purchase_order,reference
e_000002840,po_000266_gr_1,goods_receipt,primary
e_000002841,po_000266,purchase_order,reference
e_000002841,po_000266_inv_1,invoice,primary
e_000002841,supplier_037,supplier,reference
e_000002842,po_000266,purchase_order,reference
e_000002842,po_000266_inv_1,invoice,primary
e_000002843,po_000266,purchase_order,reference
e_000002843,po_000266_inv_1,invoice,primary
e_000002844,po_000266,purchase_order,reference
e_000002844,po_000266_inv_1,invoice,primary
e_000002845,po_000267,purchase_order,primary
e_000002845,supplier_048,supplier,reference
e_000002845,cc_012,cost_center,reference
e_000002846,po_000267,purchase_order,primary
e_000002846,cc_012,cost_center,reference
e_000002847,po_000267,purchase_order,primary
e_000002847,supplier_048,supplier,reference
e_000002848,po_000267,purchase_order,reference
e_000002848,po_000267_gr_1,goods_receipt,primary
e_000002848,po_000267_item_1,item,item
e_000002848,po_000267_item_2,item,item
e_000002848,po_000267_item_3,item,item
e_000002848,po_000267_item_4,item,item
e_000002849,po_000267,purchase_order,reference
e_000002849,po_000267_gr_1,goods_receipt,primary
e_000002850,po_000267,purchase_order,reference
e_000002850,po_000267_inv_1,invoice,primary
e_000002850,supplier_048,supplier,reference
e_000002851,po_000267,purchase_order,reference
e_000002851,po_000267_inv_1,invoice,primary
e_000002852,po_000267,purchase_order,reference
e_000002852,po_000267_inv_1,invoice,primary
e_000002853,po_000267,purchase_order,reference
e_000002853,po_000267_inv_1,invoice,primary
e_000002854,po_000268,purchase_order,primary
e_000002854,supplier_049,supplier,reference
e_000002854,cc_017,cost_center,reference
e_000002855,po_000268,purchase_order,primary
e_000002855,cc_017,cost_center,reference
e_000002856,po_000268,purchase_order,primary
e_000002856,supplier_049,supplier,reference
e_000002857,po_000268,purchase_order,reference
e_000002857,po_000268_gr_1,goods_receipt,primary
e_000002857,po_000268_item_1,item,item
e_000002857,po_000268_item_2,item,item
e_000002858,po_000268,purchase_order,reference
e_000002858,po_000268_gr_1,goods_receipt,primary
e_000002859,po_000268,purchase_order,reference
e_000002859,po_000268_gr_2,goods_receipt,primary
e_000002859,po_000268_item_1,item,item
e_000002859,po_000268_item_2,item,item
e_000002859,po_000268_item_3,item,item
e_000002859,po_000268_item_4,item,item
e_000002860,po_000268,purchase_order,reference
e_000002860,po_000268_gr_2,goods_receipt,primary
e_000002861,po_000268,purchase_order,reference
e_000002861,po_000268_inv_1,invoice,primary
e_000002861,supplier_049,supplier,reference
e_000002862,po_000268,purchase_order,reference
e_000002862,po_000268_inv_1,invoice,primary
e_000002863,po_000268,purchase_order,reference
e_000002863,po_000268_inv_1,invoice,primary
e_000002864,po_000268,purchase_order,reference
e_000002864,po_000268_inv_1,invoice,primary
e_000002865,po_000269,purchase_order,primary
e_000002865,supplier_013,supplier,reference
e_000002865,cc_002,cost_center,reference
e_000002866,po_000269,purchase_order,primary
e_000002866,cc_002,cost_center,reference
e_000002867,po_000269,purchase_order,primary
e_000002867,supplier_013,supplier,reference
e_000002868,po_000269,purchase_order,reference
e_000002868,po_000269_gr_1,goods_receipt,primary
e_000002868,po_000269_item_1,item,item
e_000002868,po_000269_item_2,item,item
e_000002869,po_000269,purchase_order,reference
e_000002869,po_000269_gr_1,goods_receipt,primary
e_000002870,po_000269,purchase_order,reference
e_000002870,po_000269_gr_2,goods_receipt,primary
e_000002870,po_000269_item_1,item,item
e_000002870,po_000269_item_2,item,item
e_000002870,po_000269_item_3,item,item
e_000002870,po_000269_item_4,item,item
e_000002871,po_000269,purchase_order,reference
e_000002871,po_000269_gr_2,goods_receipt,primary
e_000002872,po_000269,purchase_order,reference
e_000002872,po_000269_inv_1,invoice,primary
e_000002872,supplier_013,supplier,reference
e_000002873,po_000269,purchase_order,reference
e_000002873,po_000269_inv_1,invoice,primary
e_000002874,po_000269,purchase_order,reference
e_000002874,po_000269_inv_1,invoice,primary
e_000002875,po_000269,purchase_order,reference
e_000002875,po_000269_inv_1,invoice,primary
e_000002876,po_000270,purchase_order,primary
e_000002876,supplier_042,supplier,reference
e_000002876,cc_019,cost_center,reference
e_000002877,po_000270,purchase_order,primary
e_000002877,cc_019,cost_center,reference
e_000002878,po_000270,purchase_order,primary
e_000002878,supplier_042,supplier,reference
e_000002879,po_000270,purchase_order,primary
e_000002879,cc_019,cost_center,reference
e_000002880,po_000270,purchase_order,primary
e_000002880,supplier_042,supplier,reference
e_000002881,po_000270,purchase_order,reference
e_000002881,po_000270_gr_1,goods_receipt,primary
e_000002881,po_000270_item_1,item,item
e_000002881,po_000270_item_2,item,item
e_000002881,po_000270_item_3,item,item
e_000002881,po_000270_item_4,item,item
e_000002882,po_000270,purchase_order,reference
e_000002882,po_000270_gr_1,goods_receipt,primary
e_000002883,po_000270,purchase_order,reference
e_000002883,po_000270_inv_1,invoice,primary
e_000002883,supplier_042,supplier,reference
e_000002884,po_000270,purchase_order,reference
e_000002884,po_000270_inv_1,invoice,primary
e_000002885,po_000270,purchase_order,reference
e_000002885,po_000270_inv_1,invoice,primary
e_000002886,po_000270,purchase_order,reference
e_000002886,po_000270_inv_1,invoice,primary
e_000002887,po_000271,purchase_order,primary
e_000002887,supplier_023,supplier,reference
e_000002887,cc_004,cost_center,reference
e_000002888,po_000271,purchase_order,primary
e_000002888,cc_004,cost_center,reference
e_000002889,po_000271,purchase_order,primary
e_000002889,supplier_023,supplier,reference
e_000002890,po_000271,purchase_order,reference
e_000002890,po_000271_gr_1,goods_receipt,primary
e_000002890,po_000271_item_1,item,item
e_000002891,po_000271,purchase_order,reference
e_000002891,po_000271_gr_1,goods_receipt,primary
e_000002892,po_000271,purchase_order,reference
e_000002892,po_000271_inv_1,invoice,primary
e_000002892,supplier_023,supplier,reference
e_000002893,po_000271,purchase_order,reference
e_000002893,po_000271_inv_1,invoice,primary
e_000002894,po_000271,purchase_order,reference
e_000002894,po_000271_inv_1,invoice,primary
e_000002895,po_000271,purchase_order,reference
e_000002895,po_000271_inv_1,invoice,primary
e_000002896,po_000272,purchase_order,primary
e_000002896,supplier_040,supplier,reference
e_000002896,cc_009,cost_center,reference
e_000002897,po_000272,purchase_order,primary
e_000002897,cc_009,cost_center,reference
